"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-06",103.0442,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-07",102.9972,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-08",102.957,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-09",102.9323,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-10",102.9214,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-11",102.8848,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-12",102.7564,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-01",102.4798,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-02",102.1367,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-03",101.8323,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-04",101.6478,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-05",101.553,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-06",101.5128,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-07",101.5038,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-08",101.4764,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-09",101.3637,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-10",101.1089,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-11",100.7776,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-12",100.4486,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-01",100.1787,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-02",99.96801,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-03",99.82028,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-04",99.74545,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-05",99.69858,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-06",99.62872,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-07",99.49963,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-08",99.33359,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-09",99.15793,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-10",98.98857,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-11",98.82315,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-12",98.65392,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-01",98.47668,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-02",98.30363,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-03",98.15797,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-04",98.06451,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-05",98.01274,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-06",97.99821,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-07",98.02207,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-08",98.05347,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-09",98.05784,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-10",98.01769,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-11",97.98036,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-12",98.01995,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-01",98.1964,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-02",98.43769,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-03",98.65025,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-04",98.76447,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-05",98.80897,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-06",98.82247,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-07",98.83542,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-08",98.88245,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-09",99.01566,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-10",99.28349,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-11",99.62375,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-12",99.96072,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-01",100.23,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-02",100.4068,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-03",100.4448,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-04",100.3083,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-05",100.1429,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-06",100.1511,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-07",100.4969,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-08",101.037,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-09",101.6007,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-10",102.0754,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-11",102.4694,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-12",102.8015,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-01",103.0725,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-02",103.2979,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-03",103.472,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-04",103.5765,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-05",103.6419,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-06",103.6946,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-07",103.7439,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-08",103.7811,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-09",103.7828,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-10",103.7256,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-11",103.637,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-12",103.5473,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-01",103.4752,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-02",103.412,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-03",103.3422,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-04",103.2544,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-05",103.1592,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-06",103.0721,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-07",103.0048,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-08",102.9482,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-09",102.887,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-10",102.8047,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-11",102.692,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-12",102.5256,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-01",102.2757,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-02",101.9689,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-03",101.625,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-04",101.2505,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-05",100.8697,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-06",100.5086,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-07",100.1836,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-08",99.87256,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-09",99.55206,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-10",99.22208,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-11",98.93954,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-12",98.80933,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-01",98.9278,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-02",99.17398,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-03",99.40412,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-04",99.51832,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-05",99.54334,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-06",99.51841,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-07",99.47019,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-08",99.43771,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-09",99.46842,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-10",99.59857,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-11",99.77028,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-12",99.91004,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-01",99.96561,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-02",99.97483,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-03",99.98405,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-04",100.0128,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-05",100.0183,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-06",99.91938,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-07",99.64252,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-08",99.27329,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-09",98.9159,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-10",98.6452,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-11",98.44686,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-12",98.30557,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-01",98.22078,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-02",98.16553,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-03",98.11905,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-04",98.06985,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-05",98.01006,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-06",97.93253,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-07",97.83833,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-08",97.76232,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-09",97.76288,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-10",97.89367,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-11",98.09882,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-12",98.31672,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-01",98.50967,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-02",98.6806,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-03",98.83654,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-04",98.97424,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-05",99.08064,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-06",99.1255,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-07",99.08546,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-08",99.02953,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-09",99.05479,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-10",99.23807,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-11",99.50636,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-12",99.76643,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-01",99.94952,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-02",100.0641,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-03",100.1171,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-04",100.1036,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-05",100.0584,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-06",100.0168,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-07",100.0083,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-08",100.0454,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-09",100.1588,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-10",100.3861,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-11",100.6845,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-12",101.0161,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-01",101.363,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-02",101.7083,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-03",102.0279,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-04",102.285,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-05",102.4484,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-06",102.445,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-07",102.2044,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-08",101.8713,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-09",101.6285,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-10",101.613,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-11",101.7418,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-12",101.9095,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-01",102.0421,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-02",102.1122,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-03",102.0841,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-04",101.9224,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-05",101.698,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-06",101.4891,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-07",101.3452,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-08",101.2346,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-09",101.1107,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-10",100.9437,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-11",100.7671,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-12",100.6355,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-01",100.5926,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-02",100.5945,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-03",100.5785,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-04",100.487,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-05",100.3103,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-06",100.0209,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-07",99.59417,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-08",99.14131,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-09",98.81435,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-10",98.73758,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-11",98.81298,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-12",98.92739,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-01",99.00745,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-02",99.03561,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-03",98.99609,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-04",98.87289,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-05",98.71528,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-06",98.57856,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-07",98.49907,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-08",98.44841,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-09",98.38686,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-10",98.28794,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-11",98.1739,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-12",98.08423,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-01",98.05938,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-02",98.10002,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-03",98.21794,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-04",98.42152,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-05",98.62386,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-06",98.69996,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-07",98.5452,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-08",98.2599,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-09",97.96519,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-10",97.74927,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-11",97.62315,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-12",97.60617,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-01",97.72179,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-02",97.88409,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-03",97.99086,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-04",97.96986,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-05",97.88066,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-06",97.80526,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-07",97.80689,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-08",97.87509,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-09",98.00225,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-10",98.19366,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-11",98.41858,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-12",98.6535,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-01",98.89191,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-02",99.1441,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-03",99.43336,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-04",99.77856,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-05",100.1395,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-06",100.4629,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-07",100.7126,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-08",100.9372,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-09",101.2028,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-10",101.5514,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-11",101.9175,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-12",102.1965,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-01",102.2965,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-02",102.2757,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-03",102.1908,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-04",102.0658,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-05",101.9239,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-06",101.7831,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-07",101.6671,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-08",101.6158,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-09",101.6971,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-10",101.954,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-11",102.219,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-12",102.248,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-01",101.8468,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-02",101.2331,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-03",100.6815,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-04",100.381,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-05",100.23,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-06",100.0857,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-07",99.86155,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-08",99.62069,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-09",99.48638,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-10",99.57027,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-11",99.7937,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-12",100.0646,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-01",100.3148,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-02",100.4901,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-03",100.508,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-04",100.2919,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-05",99.96134,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-06",99.65701,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-07",99.48017,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-08",99.40588,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-09",99.4076,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-10",99.47946,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-11",99.58225,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-12",99.67597,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-01",99.72128,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-02",99.69009,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-03",99.52032,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-04",99.147,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-05",98.67207,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-06",98.21618,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-07",97.87211,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-08",97.63912,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-09",97.53239,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-10",97.58125,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-11",97.70126,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-12",97.80181,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-01",97.82256,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-02",97.78931,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-03",97.74122,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-04",97.71173,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-05",97.72466,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-06",97.82361,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-07",98.05903,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-08",98.38934,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-09",98.78442,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-10",99.23434,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-11",99.6932,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-12",100.0987,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-01",100.3825,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-02",100.5342,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-03",100.5002,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-04",100.2141,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-05",99.81365,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-06",99.4573,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-07",99.25529,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-08",99.15668,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-09",99.09918,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-10",99.05563,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-11",99.03928,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-12",99.09531,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-01",99.26488,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-02",99.47707,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-03",99.64003,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-04",99.68952,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-05",99.68677,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-06",99.71677,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-07",99.83891,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-08",100.0048,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-09",100.1448,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-10",100.2107,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-11",100.2441,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-12",100.3111,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-01",100.4683,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-02",100.6959,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-03",100.9757,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-04",101.2973,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-05",101.6139,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-06",101.859,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-07",101.9693,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-08",101.978,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-09",101.9053,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-10",101.7489,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-11",101.5571,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-12",101.3766,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-01",101.2358,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-02",101.1161,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-03",100.9893,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-04",100.8321,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-05",100.6492,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-06",100.4478,
