fweight,province,neighborhood,nb_in_province,pop_in_neighborhood,likes_cats,ind_id,pop_in_province
2.889401946502754,A,1050011,49,98.80000305175781,0,11032,5152.92136658739
8.77250522082913,A,1050081,49,197.60000610351563,0,17316,5152.92136658739
17.166396034033205,D,4030061,181,129.60000610351563,0,7272,20061.39896984392
17.535495711901365,F,6010011,158,218.39999389648438,0,13645,16328.007796672751
16.15877662105786,B,2040261,147,264.6000061035156,1,4757,20400.948300908964
18.68409459385621,H,5130311,160,191.39999389648438,0,6016,31653.34633940294
8.380129989977943,G,2080031,66,294,0,10141,8157.78724218534
15.6404837515095,E,5150061,180,186,1,3725,24588.934179289794
7.023372971601536,G,2080291,66,225,0,2900,8157.78724218534
13.67214903081965,C,3070091,142,204.39999389648438,1,20299,16153.779764791527
12.008672879045848,D,4060031,181,124.19999694824219,0,19945,20061.39896984392
17.68162087911623,D,4090072,181,153.89999389648438,0,507,20061.39896984392
4.264035037921224,A,1050011,49,98.80000305175781,0,14916,5152.92136658739
15.73002963756039,B,2040241,147,175.5,1,15438,20400.948300908964
13.247212806454153,D,4020221,181,199.8000030517578,1,5243,20061.39896984392
4.406422552212384,A,1030051,49,205.39999389648438,0,6913,5152.92136658739
3.9418269528254477,F,6050211,158,252,1,16637,16328.007796672751
6.999910515375751,G,2080431,66,192,1,17896,8157.78724218534
15.464008040679206,C,3060031,142,148.39999389648438,1,1186,16153.779764791527
17.712241848232633,E,5100011,180,148.8000030517578,1,13438,24588.934179289794
27.47833434489082,F,6060051,158,159.60000610351563,0,6002,16328.007796672751
9.33150217115805,F,6080061,158,75.5999984741211,1,8886,16328.007796672751
6.520242605367814,G,2080441,66,189,0,16326,8157.78724218534
5.667097682973015,A,1010041,49,153.39999389648438,0,6196,5152.92136658739
15.295369757382085,E,5160073,180,282.1000061035156,1,10469,24588.934179289794
12.790976174956251,B,2060131,147,132.3000030517578,1,4394,20400.948300908964
16.217015942866908,B,2040031,147,67.5,0,10192,20400.948300908964
17.57910624646204,F,6050251,158,106.4000015258789,0,12827,16328.007796672751
2.1953686631574874,A,1020012,49,124.80000305175781,1,2117,5152.92136658739
24.149146082319483,H,5131211,160,108.9000015258789,0,6218,31653.34633940294
13.364857755352446,E,5140042,180,170.5,1,12209,24588.934179289794
7.033895001232326,A,1050081,49,197.60000610351563,0,16258,5152.92136658739
8.379298529296015,G,2080492,66,192,1,12460,8157.78724218534
15.182424923881632,B,2040151,147,89.0999984741211,1,8279,20400.948300908964
19.538423161726428,C,3070031,142,176.39999389648438,0,7062,16153.779764791527
5.18029213107214,A,1030012,49,169,1,12093,5152.92136658739
13.221377600433003,D,4030011,181,205.1999969482422,0,13054,20061.39896984392
2.798541573528573,A,1050061,49,83.19999694824219,0,14097,5152.92136658739
22.142496365139586,D,4030041,181,94.5,1,2599,20061.39896984392
15.70398578955468,C,3070111,142,162.39999389648438,1,6205,16153.779764791527
3.8657821106467796,A,1050052,49,59.79999923706055,0,6893,5152.92136658739
7.588598298213643,G,2080492,66,192,0,4390,8157.78724218534
14.24808892778969,F,6040101,158,159.60000610351563,1,7768,16328.007796672751
27.33366857807647,B,2010031,147,278.1000061035156,0,2412,20400.948300908964
15.365936633339288,F,6050231,158,299.6000061035156,1,14498,16328.007796672751
12.732878807828376,C,3070012,142,123.19999694824219,1,17351,16153.779764791527
11.897578693615717,F,6050101,158,260.3999938964844,0,475,16328.007796672751
35.84641873514154,H,5130491,160,181.5,0,15978,31653.34633940294
12.925241216578732,D,4020291,181,75.5999984741211,0,6535,20061.39896984392
14.707293317015859,F,6050171,158,179.1999969482422,0,18472,16328.007796672751
8.115658964002726,G,2080361,66,129,0,18839,8157.78724218534
17.61789731524592,H,5130981,160,310.20001220703125,1,12585,31653.34633940294
17.96264578009072,B,2030111,147,216,0,12441,20400.948300908964
14.030213475065974,H,5131271,160,191.39999389648438,0,14101,31653.34633940294
26.146952748592785,H,5130381,160,316.79998779296875,0,16159,31653.34633940294
9.193598598777601,F,6060101,158,193.1999969482422,1,9760,16328.007796672751
18.02399828817293,F,6070171,158,137.1999969482422,1,19075,16328.007796672751
6.624632995846382,G,2080201,66,87,1,14163,8157.78724218534
11.358111598260166,H,5131271,160,191.39999389648438,1,15802,31653.34633940294
11.36576947876399,D,4020051,181,113.4000015258789,1,4382,20061.39896984392
9.707124221321294,E,5030041,180,223.1999969482422,0,404,24588.934179289794
23.641547520449063,E,5150022,180,139.5,0,11502,24588.934179289794
10.840494070504661,E,5140042,180,170.5,1,4819,24588.934179289794
18.529224601316045,E,5160073,180,282.1000061035156,0,19894,24588.934179289794
4.360683286824979,G,2080311,66,231,1,18301,8157.78724218534
25.31876456850875,D,4060201,181,294.29998779296875,0,11899,20061.39896984392
10.56506797609949,B,2040021,147,102.5999984741211,1,2471,20400.948300908964
14.16691232770232,B,2040101,147,132.3000030517578,0,18035,20400.948300908964
18.879473911262107,H,5130201,160,132,0,17161,31653.34633940294
